PassengerId,Age,Fare,FamilySize,Pclass,Sex,Embarked,Title_Name,Survived
43,25.0,7.8958,1,3,male,C,Mr,0
458,35.0,51.8625,2,1,female,S,Mrs,1
211,24.0,7.05,1,3,male,S,Mr,0
128,24.0,7.1417,1,3,male,S,Mr,1
619,4.0,39.0,4,2,female,S,Miss,1
444,28.0,13.0,1,2,female,S,Miss,1
386,18.0,73.5,1,2,male,S,Mr,0
9,27.0,11.1333,3,3,female,S,Mrs,1
767,40.0,39.6,1,1,male,C,Others,0
684,14.0,46.9,8,3,male,S,Mr,0
875,28.0,24.0,2,2,female,C,Mrs,1
226,22.0,9.35,1,3,male,S,Mr,0
249,37.0,52.5542,3,1,male,S,Mr,1
593,47.0,7.25,1,3,male,S,Mr,0
761,25.0,14.5,1,3,male,S,Mr,0
343,28.0,13.0,1,2,male,S,Mr,0
596,36.0,24.15,3,3,male,S,Mr,0
763,20.0,7.2292,1,3,male,C,Mr,1
16,55.0,16.0,1,2,female,S,Mrs,1
230,21.5,25.4667,5,3,female,S,Miss,0
244,22.0,7.125,1,3,male,S,Mr,0
773,57.0,10.5,1,2,female,S,Mrs,0
478,29.0,7.0458,2,3,male,S,Mr,0
70,26.0,8.6625,3,3,male,S,Mr,0
564,25.0,8.05,1,3,male,S,Mr,0
578,39.0,55.9,2,1,female,S,Mrs,1
520,32.0,7.8958,1,3,male,S,Mr,0
80,30.0,12.475,1,3,female,S,Miss,1
62,38.0,80.0,1,1,female,S,Miss,1
739,25.0,7.8958,1,3,male,S,Mr,0
787,18.0,7.4958,1,3,female,S,Miss,1
616,24.0,65.0,4,2,female,S,Miss,1
11,4.0,16.7,3,3,female,S,Miss,1
377,22.0,7.25,1,3,female,S,Miss,1
29,21.5,7.8792,1,3,female,Q,Miss,1
399,23.0,10.5,1,2,male,S,Others,0
689,18.0,7.7958,1,3,male,S,Mr,0
271,40.0,31.0,1,1,male,S,Mr,0
882,33.0,7.8958,1,3,male,S,Mr,0
238,8.0,26.25,3,2,female,S,Miss,1
1,22.0,7.25,2,3,male,S,Mr,0
573,36.0,26.3875,1,1,male,S,Mr,1
667,25.0,13.0,1,2,male,S,Mr,0
284,19.0,8.05,1,3,male,S,Mr,1
889,21.5,23.45,4,3,female,S,Miss,0
391,36.0,120.0,4,1,male,S,Mr,1
530,23.0,11.5,4,2,male,S,Mr,0
568,29.0,21.075,5,3,female,S,Mrs,0
173,1.0,11.1333,3,3,female,S,Miss,1
848,35.0,7.8958,1,3,male,C,Mr,0
118,29.0,21.0,2,2,male,S,Mr,0
237,44.0,26.0,2,2,male,S,Mr,0
742,36.0,78.85,2,1,male,S,Mr,0
602,25.0,7.8958,1,3,male,S,Mr,0
826,25.0,6.95,1,3,male,Q,Mr,0
392,21.0,7.7958,1,3,male,S,Mr,1
283,16.0,9.5,1,3,male,S,Mr,0
721,6.0,33.0,2,2,female,S,Miss,1
430,32.0,8.05,1,3,male,S,Mr,1
823,38.0,0.0,1,1,male,S,Others,0
313,26.0,26.0,3,2,female,S,Mrs,0
497,54.0,78.2667,2,1,female,C,Miss,1
186,40.0,50.0,1,1,male,S,Mr,0
31,40.0,27.7208,1,1,male,C,Others,0
289,42.0,13.0,1,2,male,S,Mr,1
282,28.0,7.8542,1,3,male,S,Mr,0
4,35.0,53.1,2,1,female,S,Mrs,1
372,18.0,6.4958,2,3,male,S,Mr,0
835,18.0,8.3,1,3,male,S,Mr,0
183,9.0,31.3875,7,3,male,S,Master,0
190,36.0,7.8958,1,3,male,S,Mr,0
643,2.0,27.9,6,3,female,S,Miss,0
885,25.0,7.05,1,3,male,S,Mr,0
583,54.0,26.0,1,2,male,S,Mr,0
148,9.0,34.375,5,3,female,S,Miss,0
631,80.0,30.0,1,1,male,S,Mr,1
610,40.0,153.4625,1,1,female,S,Miss,1
338,41.0,134.5,1,1,female,C,Miss,1
317,24.0,26.0,2,2,female,S,Mrs,1
81,22.0,9.0,1,3,male,S,Mr,0
782,17.0,57.0,2,1,female,S,Mrs,1
168,45.0,27.9,6,3,female,S,Mrs,0
132,20.0,7.05,1,3,male,S,Mr,0
592,52.0,78.2667,2,1,female,C,Mrs,1
364,35.0,7.05,1,3,male,S,Mr,0
799,30.0,7.2292,1,3,male,C,Mr,0
49,25.0,21.6792,3,3,male,C,Mr,0
225,38.0,90.0,2,1,male,S,Mr,1
241,21.5,14.4542,2,3,female,C,Miss,0
807,39.0,0.0,1,1,male,S,Mr,0
216,31.0,113.275,2,1,female,C,Miss,1
479,22.0,7.5208,1,3,male,S,Mr,0
841,20.0,7.925,1,3,male,S,Mr,0
709,22.0,151.55,1,1,female,S,Miss,1
316,26.0,7.8542,1,3,female,S,Miss,1
876,15.0,7.225,1,3,female,C,Miss,1
207,32.0,15.85,2,3,male,S,Mr,0
258,30.0,86.5,1,1,female,S,Miss,1
99,34.0,23.0,2,2,female,S,Mrs,1
574,21.5,7.75,1,3,female,Q,Miss,1
789,1.0,20.575,4,3,male,S,Master,1
563,28.0,13.5,1,2,male,S,Mr,0
521,30.0,93.5,1,1,female,S,Miss,1
213,22.0,7.25,1,3,male,S,Mr,0
437,21.0,34.375,5,3,female,S,Miss,0
293,36.0,12.875,1,2,male,C,Mr,0
562,40.0,7.8958,1,3,male,S,Mr,0
828,1.0,37.0042,3,2,male,C,Master,1
189,40.0,15.5,3,3,male,Q,Mr,0
101,28.0,7.8958,1,3,female,S,Miss,0
347,40.0,13.0,1,2,female,S,Miss,1
698,21.5,7.7333,1,3,female,Q,Miss,1
322,27.0,7.8958,1,3,male,S,Mr,0
311,24.0,83.1583,1,1,female,C,Miss,1
59,5.0,27.75,4,2,female,S,Miss,1
203,34.0,6.4958,1,3,male,S,Mr,0
394,23.0,113.275,2,1,female,C,Miss,1
117,70.5,7.75,1,3,male,Q,Mr,0
69,17.0,7.925,7,3,female,S,Miss,1
330,16.0,57.9792,2,1,female,C,Miss,1
68,19.0,8.1583,1,3,male,S,Mr,0
786,25.0,7.25,1,3,male,S,Mr,0
499,25.0,151.55,4,1,female,S,Mrs,0
36,42.0,52.0,2,1,male,S,Mr,0
174,21.0,7.925,1,3,male,S,Mr,0
224,25.0,7.8958,1,3,male,S,Mr,0
278,30.0,0.0,1,2,male,S,Mr,0
690,15.0,211.3375,2,1,female,S,Miss,1
130,45.0,6.975,1,3,male,S,Mr,0
452,25.0,19.9667,2,3,male,S,Mr,0
268,25.0,7.775,2,3,male,S,Mr,1
873,33.0,5.0,1,1,male,S,Mr,0
636,28.0,13.0,1,2,female,S,Miss,1
666,32.0,73.5,3,2,male,S,Mr,0
890,26.0,30.0,1,1,male,C,Mr,1
105,37.0,7.925,3,3,male,S,Mr,0
178,50.0,28.7125,1,1,female,C,Miss,0
545,50.0,106.425,2,1,male,C,Mr,0
681,21.5,8.1375,1,3,female,Q,Miss,0
477,34.0,21.0,2,2,male,S,Mr,0
360,21.5,7.8792,1,3,female,Q,Miss,1
259,35.0,512.3292,1,1,female,C,Miss,1
737,48.0,34.375,5,3,female,S,Mrs,0
463,47.0,38.5,1,1,male,S,Mr,0
508,40.0,26.55,1,1,male,S,Mr,1
